song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
Pegasus,MEDUZA,0.583,0.884,-7.19,0.0396,0.0417,0.0398,0.296,0.396,125.042,6G0ldVNlhQf82Rf3pWjAyQ,180533
This Is The Sound,Riva Starr,0.771,0.967,-4.65,0.124,0.0241,0.226,0.357,0.46,125.999,7L6ZDYK13nVfc6j3QlKNJj,192402
Edge of Seventeen,Wuki,0.708,0.909,-5.999,0.0476,0.0324,0.527,0.08,0.351,127.997,5IFSvSEeCAvvBEQ85poqKB,164043
All Or Nothing,Topic,0.598,0.783,-3.908,0.0392,0.173,0.0,0.0696,0.396,126.018,2AcKLW30dJ03qXsGU3RehH,147973
It's Quiet Now (feat. Dope Earth Alien),Honey Dijon,0.703,0.818,-7.905,0.037,0.000569,0.0792,0.0964,0.63,123.009,1mpD4bXO4r3xilu12Kaf5Q,182750
Kiss It Better,Aluna,0.795,0.83,-5.358,0.0332,0.00102,0.0345,0.0964,0.601,127.008,78VvdxcfXAYBhdzuLFFvSK,257056
Maria Maria,TECH IT DEEP,0.747,0.657,-7.652,0.0912,0.0967,0.00497,0.278,0.397,128.037,4wP6mzWZC94dYmU6OYeljf,161802
If I Live Forever,Vintage Culture,0.582,0.871,-6.202,0.0433,0.00476,0.392,0.138,0.316,123.004,2BUF674QTAA8cL6YaBX3rd,279484
Concorde,Miss Monique,0.692,0.864,-9.116,0.0412,0.000236,0.847,0.149,0.0313,124.0,1QWj9NYh8ZcSugtyBhSIea,236129
Kamili,Francis Mercier,0.742,0.834,-5.941,0.0358,0.000733,0.18,0.125,0.164,120.014,5JEaCJCehAtt1nQf0gd9Dx,226500
Do you miss me?,PinkPantheress,0.647,0.871,-7.144,0.0936,0.0976,0.000534,0.173,0.643,129.928,67r7ZHxVxONN9ZQk05AQVL,128853
God On The Weekend,Ian Asher,0.714,0.7,-6.759,0.0358,0.144,0.0,0.137,0.631,125.144,2x5nPvRLL92jXFvpfkIBLh,180232
Delilah (pull me out of this),Fred again..,0.685,0.827,-7.745,0.224,0.138,0.00207,0.374,0.586,133.93,0Ftrkz2waaHcjKb4qYvLmz,250702
10:35,Tiësto,0.696,0.793,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,6BePGk3eCan4FqaW2X8Qy3,172253
Welcome To My Island - George Daniel & Charli XCX Remix,Caroline Polachek,0.699,0.702,-6.85,0.0653,0.0116,0.00233,0.175,0.524,134.391,4w2PIlbpP4jhc1S9MHUHzb,202495
Let You Go,Yotto,0.617,0.971,-6.455,0.0465,0.061,0.733,0.122,0.0364,126.02,217r9ImwdrBFdq8adkD7rE,286388
Tra Tra,HUGEL,0.797,0.942,-6.194,0.0656,0.00373,0.563,0.425,0.178,124.014,0UFJLWij7K8AXM5sVDFCLj,126774
Beat Goes On (Rhythm to the Brain),Campbell,0.821,0.781,-4.465,0.0397,0.00563,0.0191,0.0403,0.434,137.017,4iAADGCKIR9GkLGvAHfZUS,133213
Oh Baby (feat. bshp & Issey Cross),Nathan Dawe,0.798,0.947,-3.532,0.0551,0.0682,3.26e-06,0.067,0.58,136.034,2F0dCzhF9W1tcXwXu99m28,148237
The Sign,CamelPhat,0.714,0.782,-7.316,0.0402,0.0756,0.64,0.256,0.0663,121.969,0hjRzBuGh9qGGzcbW7xK12,213496
Alive (feat. The Moth & The Flame),Kx5,0.653,0.886,-8.237,0.0685,0.0778,0.236,0.126,0.0638,124.004,1SETgPENHVzsWoD9g79LYI,308710
Nightbird,DJ Snake,0.811,0.808,-6.055,0.0548,0.00816,0.505,0.135,0.651,126.027,0CADZTEOUaMw9bHnKB59Ts,156191
Afterparty,Loud Luxury,0.753,0.836,-5.506,0.044,0.101,0.000896,0.118,0.661,121.95,4j5UF24fwzvkw6QtNH5YtK,160850
B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,0.736,0.906,-7.589,0.048,0.164,0.585,0.106,0.698,137.001,39JofJHEtg8I4fSyo7Imft,226627
6am,Channel Tres,0.873,0.685,-6.52,0.0609,0.0176,0.00172,0.0483,0.918,124.025,1lx452Y4CLMvIois88vwBr,221748
Solitude (with BIA & Lucky Daye),Snakehips,0.693,0.833,-5.832,0.0736,0.00186,0.00513,0.413,0.452,120.025,2cjhbrRCiUwRWL2PDPpDAu,174477
Pantheon,Argy,0.585,0.673,-8.274,0.0342,0.00062,0.284,0.205,0.0389,120.015,2fY9O2PpELY5hubBbC2zEG,272255
Deep Space X,Carl Cox,0.673,0.918,-6.406,0.0459,0.000906,0.906,0.0972,0.194,132.023,6X1c9HhslDe4ykuXb7d9vI,388000
Tibet,ARTBAT,0.729,0.919,-8.763,0.0855,0.000355,0.616,0.321,0.0382,123.989,7xvl39LuJ8o5yeHR1kta90,403677
I FEEL LIKE DANCING,Hardwell,0.554,0.966,-3.745,0.106,0.00109,0.838,0.415,0.193,132.035,651YhrvzeVfOa8yIifIhUM,225682
Rabbit Hole,Layton Giordani,0.7,0.928,-4.397,0.0634,0.042,0.691,0.104,0.459,129.01,4T2i7b1SkRTGHmT5Xr6ym9,238142
Quiver,SILK,0.899,0.785,-8.006,0.133,0.0973,0.483,0.305,0.119,131.024,59AhbmCmtzcGVEYuzNXFIx,181460
Tell Me Why - MEDUZA Remix,Supermode,0.561,0.928,-5.812,0.0371,0.087,0.894,0.332,0.182,125.988,7jrMFjEq0t09f7m3HnnWXl,171429
V I B R A T I O N,Kaleena Zanders,0.504,0.915,-5.38,0.0494,0.00123,0.0163,0.331,0.49,126.979,2t3FV5IpL1uWeMjt7vOomW,169831
All By Myself,Alok,0.662,0.848,-4.338,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,5Hp4xFihdOE2dmDzxWcBFb,171778
Chill Like That,Sunday Scaries,0.889,0.871,-5.349,0.149,0.00176,0.586,0.279,0.491,124.008,2UwgoIMAYT0pDOxUFTjEVJ,178909
Outer Space,Habstrakt,0.785,0.939,-4.89,0.296,0.00473,0.0519,0.885,0.469,126.003,4BSpzPw0jNM5YdfE6rbFi9,192382
Lay Low,Tiësto,0.534,0.855,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,0zKbDrEXKpnExhGQRe9dxt,153443
Ecstasy Of Soul,Zeds Dead,0.379,0.898,-2.19,0.219,0.0238,0.0265,0.374,0.129,150.223,1E0CZWim9mfwrCkXvieES8,238400
Ready To Fly - Sub Focus & Dimension,Sub Focus,0.485,0.969,-0.517,0.0561,0.0485,0.664,0.192,0.448,173.941,0a2cA9H6KuOsoHLCnjl6YL,204500
Rhythm (Of The Night),Something Good,0.534,0.946,-6.632,0.0383,0.000404,0.698,0.348,0.173,121.951,4G58eym5EGj8ZG1qt8DXIx,201622
Sway (feat. Dope Earth Alien),HoneyLuv,0.836,0.878,-8.714,0.0472,0.00342,0.26,0.0775,0.626,126.014,0KgDKuaHnbZOzz8adnnfxd,167619
Drugs From Amsterdam,Mau P,0.683,0.932,-10.402,0.0513,0.0389,0.605,0.0615,0.553,125.002,0w7JPlp7eEQI2EKW3ayXrv,235786
Show Me (feat. Hannah Boleyn),John Summit,0.663,0.802,-5.126,0.0381,0.005,0.0419,0.617,0.307,125.989,5U5Q3MbGlEc6q9NK9lMiPD,177143
Escapism.,RAYE,0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,5Z2MiIZ5I3jJvvmeWMLbOQ,272373
messy in heaven,venbee,0.62,0.837,-4.356,0.13,0.128,0.000242,0.242,0.433,172.081,5RobAV5ROH5KARimi7n3cO,170438
Other Side,Azzecca,0.768,0.846,-6.469,0.0478,0.00411,0.769,0.0998,0.139,124.981,6gLDnzjpM0AwOeh9NmmHE0,244338
Yumi,Notre Dame,0.723,0.695,-7.155,0.0352,0.00119,0.521,0.0104,0.341,121.993,0qLp8n67H96dA3L0ySGb0l,381720
Unholy (feat. Kim Petras) - Disclosure Remix,Sam Smith,0.736,0.783,-6.765,0.0504,0.00476,0.0055,0.343,0.179,127.998,2Tl5fhF4itz5VeXHRVGIO5,234411
Baianá,Nia Archives,0.531,0.89,-6.308,0.144,0.00198,0.497,0.0913,0.411,169.963,7B0gxo0jQCy5Lk93RIODAC,152559
Apollo - Original Mix,Charlotte de Witte,0.742,0.855,-8.344,0.0611,0.0317,0.81,0.119,0.0455,138.008,50OKS8aOeuiegMnJuPKUeN,420684
Water,Bicep,0.528,0.822,-5.371,0.0287,0.0087,0.192,0.183,0.363,130.013,09cgbbadzZSKFd1hGN23p5,256899
Lost,Linkin Park,0.596,0.798,-4.63,0.0285,0.00412,0.0,0.338,0.459,105.01,373gDROnujxNTFa1FojYIl,199342
GOSSIP (feat. Tom Morello),Måneskin,0.704,0.819,-2.974,0.0626,0.00176,0.0,0.094,0.914,139.921,44Xyja7xYPlVC6v2CeweSi,168280
PANIC,YONAKA,0.552,0.681,-5.957,0.0353,0.00465,0.0,0.397,0.815,147.96,3L4MAUb1N2dsAludyS8ra8,174260
Love Will Get You There,Inhaler,0.503,0.902,-4.724,0.0451,0.0382,6.27e-06,0.0692,0.505,96.034,4ycaDB5s90BpUyaS5nZwcI,250653
Pages,White Reaper,0.531,0.735,-5.405,0.0305,0.00021,0.0,0.0578,0.439,117.005,6j6OD4QQ2jRuvss0ssZSOK,154099
This Is Why,Paramore,0.728,0.76,-6.884,0.0396,0.00433,0.00585,0.13,0.674,123.045,7HdXRMw14roDx2a0COWk3M,206701
Sleepwalking,All Time Low,0.424,0.682,-3.194,0.035,0.0248,0.0,0.0918,0.58,176.014,4SOtTsuFYYlkOOvXMbroUv,187141
Love From The Other Side - Edit,Fall Out Boy,0.449,0.932,-5.314,0.101,0.000219,7.96e-05,0.106,0.424,158.031,7Gm1XwQL5q72SX76nxuXtW,247320
GODDESS,PVRIS,0.709,0.848,-4.671,0.0778,0.0145,0.00305,0.0574,0.845,120.029,2Yyf3awGJQnm70qSVoA9In,152133
Ghosts Again,Depeche Mode,0.589,0.748,-4.767,0.0259,0.000438,0.0349,0.16,0.334,115.01,3TiVl5igD6Z5Pw6R5sp8YV,238946
curious/furious,WILLOW,0.55,0.755,-11.428,0.0492,0.0652,0.0,0.106,0.698,142.034,2OdRGWLkvSccWOrYFlbIFF,184905
Emergency Contact,Pierce The Veil,0.541,0.826,-4.214,0.0361,0.000469,0.0,0.711,0.402,113.03,5xJlzQiPLYkvlqkRPKzBwD,240000
Supernatural,Barns Courtney,0.579,0.846,-3.929,0.0329,0.0265,0.0,0.0418,0.612,98.019,3HFvMIvCBNGkypFCQUHjyV,167288
Spillways [Feat. Joe Elliott],Ghost,0.578,0.835,-5.307,0.0313,0.000562,2.82e-05,0.0599,0.926,128.095,720C8mWrqRdh1zYBGqLj9p,199809
Beguiled,The Smashing Pumpkins,0.698,0.611,-6.542,0.0281,7.73e-05,0.295,0.0937,0.449,116.997,6rBiMyaGB1ZJQnxb01FkPG,238143
The Summoning,Sleep Token,0.395,0.701,-5.471,0.0377,0.00148,0.0049,0.05,0.148,172.965,1yCE0X5qLWOrLkR8NC0ZUJ,395716
Just Pretend,Bad Omens,0.457,0.834,-4.674,0.0817,0.00252,0.00125,0.1,0.201,140.032,1H4Y9uW4N0LsxJUz0VnaPJ,204677
Love Abuser (Save Me),Royal & the Serpent,0.308,0.824,-2.975,0.0636,0.000188,0.0,0.0654,0.455,167.203,1ePGHhSQ9jkLrB21899YOa,187461
CAROLINE,ThxSoMch,0.622,0.72,-8.114,0.0299,0.0868,1.69e-06,0.119,0.455,89.872,0NbeWXqyar63pQGA4G7Jf2,192952
Say It (To My Face),Meet Me @ The Altar,0.509,0.905,-4.902,0.0708,0.00152,0.000613,0.654,0.656,165.068,2UMeGWmUri9RVpmckPV9Jt,159308
EDGING,blink-182,0.606,0.905,-3.117,0.0518,0.0044,0.0,0.151,0.706,143.952,2wVWGFVkL5I3JGsoWBx2AZ,151533
Shelter (feat. Avril Lavigne),MOD SUN,0.292,0.788,-5.465,0.0705,0.000707,0.0,0.245,0.565,66.994,62pC4mgtn2CwTxEHVbCCvn,190138
HOLIDAY,Turnstile,0.537,0.858,-7.743,0.0428,0.00188,0.658,0.0716,0.323,154.996,1dB0NylVkpjdOe8DiekIs7,172021
War,Story Of The Year,0.574,0.818,-5.452,0.0813,0.00186,0.0,0.675,0.644,99.942,3jawKKlzEQ8KmCGVlIuJJS,174283
Ice Cold,Highly Suspect,0.245,0.931,-5.887,0.326,0.00617,3.13e-06,0.0773,0.655,164.956,5VwNXyLRoIDJ2E2XW1pLVW,207139
Strung Out Johnny,Iggy Pop,0.521,0.884,-5.354,0.0387,0.000156,0.0191,0.0837,0.465,124.051,6OGIBcJV5qV1FF5uiofnX0,253893
Fallin' With Me,The Struts,0.637,0.918,-2.31,0.119,0.00611,0.00212,0.109,0.769,126.007,5n3It3ROR8In19oJkpXeWt,161791
Applause,Liily,0.601,0.873,-4.211,0.0595,0.000349,2.28e-05,0.339,0.238,109.981,3vTehy2tTrXyEeOieYFEAd,164827
Call Me What You Like,Lovejoy,0.517,0.891,-6.749,0.101,0.00905,0.0245,0.0654,0.363,152.007,21rYCEejlfM0LYRlfzxGeM,226077
Veronica Mars,Blondshell,0.576,0.446,-6.509,0.0427,0.00598,0.000551,0.0899,0.662,91.995,0K0SvrO2iZRpj6BkZDPfIN,117850
SICK OF IT*,Jean Dawson,0.459,0.987,-3.779,0.0598,0.000188,0.356,0.0647,0.325,94.566,25SRFuJqLVrgApeFw4vFCb,129120
Leader of the Pack,Wunderhorse,0.506,0.967,-4.464,0.0635,6.05e-05,0.195,0.0921,0.592,95.354,5ZrE7guVgMc6Vjvri6aZYg,183467
Eddie,Red Hot Chili Peppers,0.515,0.809,-5.817,0.0512,0.00455,0.0723,0.0905,0.525,142.011,0G1BEi8ByngMCJqcPnDACw,341986
Line It Up (feat. LP),Palaye Royale,0.453,0.791,-5.605,0.0347,0.022,0.0,0.189,0.466,82.976,6pt3VzqcJ5jIUR5JyBtkmW,241222
Jealousy,Pale Waves,0.523,0.901,-2.461,0.0672,0.0145,0.0,0.127,0.696,141.09,2ZdEHxr2L0Dj5zJOdt3Dql,192878
Tissues,YUNGBLUD,0.607,0.901,-3.406,0.134,0.0109,0.0,0.105,0.809,89.987,5J1zn7OE12a0gFnjJc0Um6,215163
I’m a Mess (with YUNGBLUD),Avril Lavigne,0.467,0.667,-4.386,0.0315,0.007,0.0,0.155,0.399,91.057,77zu6q8jHBRPJSJRu6rsTf,187794
:mydopamine:,You Me At Six,0.495,0.748,-5.065,0.0365,0.0165,0.00263,0.0979,0.547,106.017,5todKhwCo9Awr5SV1qje6I,213400
Without Me,Dayseeker,0.381,0.81,-3.979,0.0472,0.0216,0.0,0.0866,0.147,92.209,2g8vTn8mz96VWCSc9RCucZ,224800
blindfolded,Against The Current,0.507,0.975,-2.922,0.0495,0.000286,0.0,0.0784,0.426,141.984,2yH6eL6f1Ada5MnmNpiPbr,199241
TAKE THIS CROWN (feat. Good Charlotte),DE'WAYNE,0.455,0.948,-5.379,0.226,0.0033,0.000165,0.116,0.267,160.04,5AVoz9v5GG4gfhBtKc5jbN,215987
REAL SUPER DARK,Waterparks,0.364,0.884,-5.21,0.177,0.00632,0.0,0.828,0.506,140.061,6nXtGWUzOGxfI7q5hUa6Jj,149195
CYAN1DE (feat. PETE WENTZ),"nothing,nowhere.",0.396,0.876,-7.513,0.115,0.000448,0.0,0.528,0.112,169.89,1v64n1ScLjCccCw75vgqAY,231882
Lux Æterna,Metallica,0.418,0.995,-2.974,0.0804,1.4e-05,0.0005,0.132,0.243,130.493,0QfZ8OHFnFzLe66iFBww2U,205680
Bad Things,I Prevail,0.5,0.844,-5.263,0.064,0.000791,9.54e-05,0.274,0.141,92.044,4b3f0U8gOfJKyxB8cYdCiw,228261
kill[h]er,Stand Atlantic,0.478,0.84,-3.758,0.0524,0.000175,0.0,0.102,0.346,170.015,2vcgd86VuJbv5jbzn4zau4,145735
tear gas,Architects,0.509,0.878,-3.57,0.0411,4.52e-05,2.63e-06,0.365,0.354,86.009,7Igb2aGtzSlisOgXbjmdZW,257904
sTraNgeRs,Bring Me The Horizon,0.346,0.939,-3.061,0.182,0.000231,0.0,0.433,0.526,183.147,5fpq1wF8xa5tSSlcKHdmGQ,195748
September Rain,Cassyette,0.395,0.898,-3.787,0.053,0.000246,0.0,0.0783,0.267,160.029,2GXXovrQJ0VCIbTVPiXILx,213875
Otherside,Ayron Jones,0.439,0.713,-6.337,0.0379,3.43e-05,0.0,0.083,0.229,111.99,7r6IKrSrxElm4CONGUhlv5,226787
RATATA,Skrillex,0.889,0.6,-10.603,0.144,0.0145,0.0,0.08,0.501,123.978,4wteGC0HtLeZWjDcczc4Pw,126774
No Time Wasted (feat. Future),Polo G,0.513,0.495,-8.454,0.45,0.00642,0.0,0.3,0.105,150.035,4MUlNqSrMeFAHA6VpJKMo8,179533
A&W,Lana Del Rey,0.416,0.248,-14.62,0.14,0.647,0.427,0.113,0.134,161.667,1wTopxO5eQBpxrBXPSbsUn,433916
Heaven,Niall Horan,0.571,0.761,-3.485,0.0261,0.0708,0.0,0.331,0.681,91.991,1yHVHoz6Ny29gbbWJYVnFt,186043
Lottery (feat. LU KALA),Latto,0.792,0.874,-2.966,0.0852,0.0158,0.000365,0.071,0.934,113.969,1JUtrCqYzJ80tcAzMbCvir,186762
Heart Wants What It Wants,Bebe Rexha,0.681,0.626,-5.41,0.0365,0.00887,5.56e-06,0.0791,0.676,128.036,7rS4oy2qpJNULQAVgJQTun,182085
Float (feat. Seun Kuti & Egypt 80),Janelle Monáe,0.783,0.504,-5.349,0.124,0.202,0.0,0.854,0.334,126.009,2JIY6nN5kkkfNz0TckPqYu,242150
Glue Song,beabadoobee,0.62,0.409,-10.146,0.0282,0.77,0.0542,0.105,0.582,113.946,3iBgrkexCzVuPy4O9vx7Mf,135067
When I Get There,P!nk,0.562,0.403,-5.441,0.0361,0.78,0.0,0.094,0.548,82.518,74d3yEyNl807mtzttoKTbK,200173
Holiday,Rema,0.481,0.66,-10.189,0.0761,0.35,0.0,0.108,0.504,111.832,0GfCR4T6WOErZOw1557ln7,159100
Leave The Club (feat. Lil Durk & GloRilla),Don Toliver,0.747,0.701,-3.694,0.0338,0.122,0.0,0.323,0.149,104.995,1CJ8e0zc8uvAmkqdeXrq4u,162305
HOPE,NF,0.546,0.787,-4.023,0.212,0.396,0.0,0.0619,0.497,100.559,12cZWGf5ZgLcKubEW9mx5q,264473
We Might Even Be Falling In Love (Duet) - Spotify Singles,Victoria Monét,0.731,0.423,-10.147,0.0784,0.473,0.000413,0.129,0.78,76.964,0wOtc2nY3NOohp4xSwOyTN,90111
Blindsided,Kelsea Ballerini,0.667,0.581,-5.89,0.0375,0.227,0.0,0.112,0.407,122.016,65gLItuJFVkdt3k4ibQMAz,170907
Smoke,Caroline Polachek,0.657,0.66,-8.457,0.0538,0.133,0.00586,0.137,0.419,118.984,2x8zUjRP6z5N2GmZ13zU76,177500
Cupido,TINI,0.913,0.584,-5.263,0.223,0.521,5.36e-05,0.307,0.627,119.873,2xVcCDRgG3TrH69TatsUxp,174370
3 Boys,Omar Apollo,0.548,0.456,-5.979,0.0703,0.813,0.00464,0.122,0.53,173.839,31Wlc9ZnraX3JxrvMg9e8H,209188
Until The End Of Time - Spotify Singles,Coco Jones,0.695,0.526,-7.486,0.043,0.0635,0.0,0.215,0.534,121.939,0XdwIG7p28SeTam3DVdMX6,283314
Roles Reversed,Mimi Webb,0.528,0.43,-6.1,0.0322,0.334,4.09e-06,0.138,0.304,106.436,7iinMLIDWw5QA7d6x0d5HJ,225446
a little more time,ROLE MODEL,0.518,0.49,-7.437,0.0281,0.404,0.0377,0.112,0.248,79.992,5UhZyWfrSEhGYfIIFNYscF,210203
Una Noche Sin Pensar,Sebastian Yatra,0.676,0.858,-2.636,0.0467,0.0354,0.0,0.211,0.67,139.998,2oW52tBeJNSv93Ct5AJb8q,161173
Hollywood Baby,100 gecs,0.331,0.935,0.719,0.0866,0.0518,0.0,0.298,0.565,77.461,48ElaQLYuOaybqagIlPxpU,187944
Hate.,ThxSoMch,0.644,0.834,-7.497,0.0358,0.00161,0.0412,0.0875,0.744,94.922,2XynYulas10Wmef4Gqrxw9,137221
CLASH - Edit,The Blaze,0.533,0.716,-9.718,0.0573,0.00243,0.227,0.391,0.38,120.058,4IPATLSUoEdsmqwxwNjr4g,210773
LA HORA Y EL DÍA,Daddy Yankee,0.806,0.83,-3.767,0.0981,0.117,0.0,0.101,0.663,81.01,1j4yhkxSCEDmiLVKjpYKWq,217255
Sacrifice,Kaskade,0.667,0.956,-5.563,0.287,0.00385,0.0184,0.303,0.17,129.991,76YXmewvHFse7tBeOTtSx3,279692
You Problem,Cloudy June,0.788,0.68,-5.716,0.0802,0.142,0.0,0.0642,0.742,114.981,4KQODLeXGCDfixEiUX6aDF,181890
Sweet Goodbye,Robin Schulz,0.65,0.746,-7.55,0.0359,0.0213,0.0116,0.182,0.385,125.998,3s32YmunFgfXVWgLRKLdKm,157619
Bow Down,SPINALL,0.543,0.386,-13.212,0.258,0.203,0.000195,0.492,0.6,95.086,6PoD6ZYOAMkCJAbpAgpT1T,123158
Changes,Joy Oladokun,0.565,0.402,-9.982,0.0341,0.517,8.43e-06,0.115,0.538,164.03,11pocbaq7T3ouJd4oa64Xn,189723
FaceTime,Saint Levant,0.766,0.549,-9.739,0.253,0.106,1.95e-05,0.104,0.678,100.097,0tBoaUMgYe6JuDHsTvVSpP,153625
HO4ME,DJ Drama,0.511,0.541,-10.1,0.421,0.0769,0.0,0.1,0.248,101.228,7hrcHfHWaLhooHzGltlCYB,235711
No 808’s (feat. Vory),A Boogie Wit da Hoodie,0.609,0.503,-8.407,0.393,0.217,2.22e-06,0.121,0.502,168.363,7E68rHH6CrKbBYPfpiCLiQ,200000
Nasty Dancer,Flo Milli,0.899,0.711,-4.388,0.139,0.0135,0.0,0.204,0.126,127.018,7itIhLBlKcpdaSqXRsSuW3,137931
Forget You,FAST BOY,0.708,0.709,-5.881,0.0641,0.157,1.9e-06,0.142,0.511,128.034,1YWr18dWRmuvPgAsPBsOow,147987
Can’t Let You Go,LP Giobbi,0.715,0.649,-8.596,0.0664,0.144,0.174,0.282,0.737,107.971,3Mi8teeczekyPhn5lgW8li,173000
Big Shot Cream Soda,$uicideboy$,0.878,0.714,-6.344,0.239,0.0528,7.64e-06,0.143,0.636,150.029,3wHRgXJJTTwS2CkusTpn56,195600
Skipper,SleazyWorld Go,0.682,0.531,-5.787,0.249,0.00368,0.0,0.106,0.388,83.84,2IEAEeX4LtxiYPdqt0C08y,102947
BANG BANG!,Nessa Barrett,0.582,0.961,-5.365,0.183,0.00266,0.000608,0.19,0.393,174.995,2YiQL9Aa4PmGF8oMFADzzA,136387
Ring of Past,Men I Trust,0.699,0.372,-13.396,0.0476,0.363,0.915,0.1,0.831,104.023,11sfRkHdvsop5DdHVmGpt1,201524
Tucson Too Late,Jordan Davis,0.661,0.707,-7.19,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,2hNQDbZcN3vqRAuwiz7poI,172853
Just To Keep You Satisfied,Inhaler,0.564,0.68,-5.585,0.027,0.00354,0.00669,0.33,0.53,115.004,06YDsNc6mrl60G2FZeUOmE,215907
Lose You (feat. Soccer Mommy),Bully,0.376,0.831,-6.543,0.0826,0.0417,0.00764,0.0678,0.289,168.026,0KmC4jFH8axcJqKvOTBXeX,175387
Te Quiero Besar,Fuerza Regida,0.735,0.662,-4.555,0.0506,0.392,0.0,0.0809,0.605,91.0,3iwKWIaEZ5jafPYZZSCDLz,190334
still,bbno$,0.372,0.27,-12.041,0.0385,0.737,0.273,0.114,0.0852,183.792,6EoI0gxW5egUN3SFxgQb7H,180846
Dandelion Eyes,Patrick Martin,0.662,0.741,-4.506,0.0315,0.0598,0.0,0.126,0.619,126.004,4N27EhvsqQ0FWVrPS4trAS,189870
28,Lauren Spencer Smith,0.609,0.466,-7.725,0.133,0.525,0.0,0.0937,0.332,128.117,4x83cYbV42NT0z1QkTj4TN,164618
Hiding Out In The Open,Feist,0.617,0.272,-9.594,0.055,0.86,9.22e-06,0.125,0.301,127.385,6rN8cR7iEcC1hAlHF4UpSN,201174
Used To Me (feat. Ty Dolla $ign),Mario,0.738,0.613,-6.81,0.0649,0.309,0.0,0.139,0.637,90.012,1muiS9jrDUTADqIE7yKuYV,167592
DANCING ALL ALONE,Clinton Kane,0.404,0.576,-5.803,0.244,0.0693,3.8e-06,0.551,0.489,145.934,3vHKqg3WDgtWA5unl5layh,171602
Again,Marshmello,0.611,0.902,-3.952,0.0403,0.00332,0.552,0.0804,0.375,146.064,3gB0fkEzOzV0kEWuQBFweu,199074
TAMO EN NOTA,Rauw Alejandro,0.667,0.81,-2.801,0.344,0.0922,0.0,0.131,0.829,121.373,2I0aHZjCXh6UjMHIOqugYF,180060
Games Women Play,Yung Bleu,0.608,0.473,-7.012,0.347,0.681,2.79e-05,0.0982,0.207,85.693,4XwVObmSna9zn4hOtWrptC,169692
i need u,Ken Carson,0.593,0.688,-6.529,0.0444,0.000169,0.0,0.138,0.145,78.023,2gSPHSdf0vrk2Psxmn8sUn,148761
Centipede,FIDLAR,0.524,0.631,-5.196,0.0328,0.000996,0.000779,0.291,0.243,98.054,49xISBZpODXRwd7vVxGL93,157705
NYC,Knox,0.78,0.575,-5.631,0.0561,0.306,0.0,0.0416,0.915,126.041,5F6gniXisSbOKtfgIJIKoD,204762
Giving Up On That,Dalton Dover,0.484,0.864,-4.593,0.0467,0.0324,0.0,0.0926,0.425,137.989,2Iu5OBDudGv5B0qfKKKbGm,211533
Si Me Sobrara el Tiempo,Duki,0.733,0.822,-3.842,0.077,0.0308,0.0,0.101,0.348,122.005,2ypbIXW3a7fsLdLtLpZWDZ,188784
Work,Key Glock,0.943,0.729,-7.854,0.313,0.00543,0.0,0.126,0.845,134.021,5a72KEfxqoMjzI0sv1By3w,143360
60 Days,Larry June,0.414,0.577,-11.837,0.118,0.485,0.00229,0.264,0.78,66.734,7blLoD6TgyXy2tiTtbOLsI,171744
cynical,Bea Miller,0.499,0.938,-4.57,0.148,0.00218,2.41e-06,0.597,0.494,159.842,0D5le1perOPiaFYmNak8Kp,173951
Flowers & Chocolate,Eyedress,0.679,0.74,-7.746,0.0588,0.198,0.0451,0.107,0.674,141.016,3ne8gcrNZD2lJihBGl5RC5,195510
We Still Believe,The Blessed Madonna,0.77,0.805,-5.813,0.0778,0.00476,0.000287,0.135,0.964,114.042,0uoaYBn3prfGyWQR59wkeQ,241579
updown,piri,0.825,0.672,-7.651,0.0635,0.0986,0.89,0.0908,0.816,146.41,06vDTKSGYDtZpXt8q0S5Zb,165591
My Baby,Bien,0.524,0.627,-4.906,0.128,0.355,0.0,0.1,0.423,94.004,4QI32cLrF64ZTPfIHwIH5w,190000
Smooth,Jonathan McReynolds,0.349,0.646,-6.689,0.213,0.424,0.0,0.223,0.325,147.578,0AEDkc8eq71U6mNRW034zz,142928
Still Work (feat. Ty Dolla $ign & Muni Long),OG Parker,0.669,0.51,-8.315,0.105,0.193,0.0,0.119,0.642,74.999,0teFeL0RvDeDbpmi1YZlFt,154553
Upnow (feat. Coi Leray),DD Osama,0.842,0.611,-10.584,0.345,0.302,0.0,0.178,0.723,142.079,3zMp6WgIRFof3uq6B43iQO,162300
I Want You,Icona Pop,0.733,0.812,-4.634,0.0421,0.0224,0.000962,0.167,0.409,122.985,39C3SOi6UMD9rHeXAQPNa9,154471
DROP!!,Joey Valence & Brae,0.797,0.733,-2.308,0.15,0.00173,0.0,0.365,0.445,129.926,71jQDHJXd7RZ3MbgqVjQeg,125740
Momentary Sweetheart,Deb Never,0.436,0.497,-4.442,0.0292,0.0633,0.0,0.166,0.495,159.869,5GKs69j8y4MajGkizLNFCK,182400
